position,suffix,player_slug,first_name,middle_name,last_name,draft_year,lane_agility_time,shuttle_run,three_quarter_sprint,standing_vertical_leap,max_vertical_leap,max_bench_press_repetitions,body_fat_pct,hand_length,hand_width,height_w_shoes,height_wo_shoes,standing_reach,weight_lbs,wingspan,hand_length_inches,hand_width_inches,height_w_shoes_inches,height_wo_shoes_inches,standing_reach_inches,wingspan_inches,player_name
sf,,seth__lundy__2023,seth,,lundy,2023.0,11.02,,3.15,31.5,35.5,,,8.50,9.00,,6' 4.00'',8' 8.00'',214.4,6' 10.25'',8.5,9.0,,76.0,104.0,82.25,seth lundy
sf,,kevin__mccullar__2023,kevin,,mccullar,2023.0,,,,,,,,-,-,,,,,,,,,,,,kevin mccullar
pg,jr,mike__miles_jr_2023,mike,,miles,2023.0,11.01,3.24,3.11,33.0,37.0,,,8.00,8.25,,6' 0.75'',8' 0.00'',205.0,6' 0.50'',8.0,8.25,,72.75,96.0,72.5,mike miles jr
sf,,jordan__miller__2023,jordan,,miller,2023.0,11.43,3.21,3.17,32.0,36.5,,,8.50,9.25,,6' 4.50'',8' 7.50'',191.6,6' 11.75'',8.5,9.25,,76.5,103.5,83.75,jordan miller
sf,,brandon__miller__2023,brandon,,miller,2023.0,,,,,,,,-,-,,,,,,,,,,,,brandon miller
pf,,leonard__miller__2023,leonard,,miller,2023.0,11.0,,3.33,32.0,37.5,,,9.50,10.50,,6' 9.25'',8' 10.50'',212.8,7' 2.00'',9.5,10.5,,81.25,106.5,86.0,leonard miller
pg,,judah__mintz__2023,judah,,mintz,2023.0,10.32,3.13,3.24,28.5,37.0,,,8.25,9.25,,6' 3.00'',8' 2.00'',176.4,6' 3.50'',8.25,9.25,,75.0,98.0,75.5,judah mintz
pf,,dillon__mitchell__2023,dillon,,mitchell,2023.0,10.92,,3.32,29.0,37.0,,,8.25,9.50,,6' 6.75'',8' 9.00'',193.0,6' 10.00'',8.25,9.5,,78.75,105.0,82.0,dillon mitchell
sg,,omari__moore__2023,omari,,moore,2023.0,10.8,,3.22,29.0,35.5,,,9.00,10.25,,6' 5.25'',8' 7.5'',188.6,6' 9.75'',9.0,10.25,,77.25,103.5,81.75,omari moore
pf,,kris__murray__2023,kris,,murray,2023.0,11.11,,3.3,29.5,35.0,,,8.50,9.00,,6' 7.75'',8' 10.00'',212.8,6' 11.75'',8.5,9.0,,79.75,106.0,83.75,kris murray
pf,,grant__nelson__2023,grant,,nelson,2023.0,9.99,,3.21,32.0,35.5,,,9.00,9.50,,6' 10.00'',8' 10.50'',223.4,7' 0.00'',9.0,9.5,,82.0,106.5,84.0,grant nelson
c,,james__nnaji__2023,james,,nnaji,2023.0,,,,,,,,-,-,,,,,,,,,,,,james nnaji
sf,,julian__phillips__2023,julian,,phillips,2023.0,11.09,,3.32,36.0,43.0,,,8.50,9.00,,6' 6.75'',8' 6.00'',196.6,6' 11.50'',8.5,9.0,,78.75,102.0,83.5,julian phillips
pg,,jalen__pickett__2023,jalen,,pickett,2023.0,11.91,3.41,3.35,28.5,33.0,,,8.50,7.50,,6' 2.00'',8' 2.50'',197.8,6' 7.25'',8.5,7.5,,74.0,98.5,79.25,jalen pickett
sg,,brandin__podziemski__2023,brandin,,podziemski,2023.0,11.16,3.2,3.21,31.5,39.0,,,8.25,10.00,,6' 3.75'',8' 0.50'',203.8,6' 5.50'',8.25,10.0,,75.75,96.5,77.5,brandin podziemski
pf,,olivier-maxence__prosper__2023,olivier-maxence,,prosper,2023.0,10.59,3.0,3.21,35.0,40.5,,,8.25,10.00,,6' 6.75'',8' 8.00'',212.4,7' 1.00'',8.25,10.0,,78.75,104.0,85.0,olivier-maxence prosper
sf,,rayan__rupert__2023,rayan,,rupert,2023.0,11.18,,3.43,27.5,32.5,,,8.50,9.50,,6' 6.00'',8' 10.00'',193.2,7' 2.00'',8.5,9.5,,78.0,106.0,86.0,rayan rupert
c,,adama__sanogo__2023,adama,,sanogo,2023.0,11.5,,3.31,28.5,31.0,,,9.75,10.00,,6' 7.25'',9' 0.50'',257.8,7' 2.75'',9.75,10.0,,79.25,108.5,86.75,adama sanogo
pg,,marcus__sasser__2023,marcus,,sasser,2023.0,10.68,,3.43,27.0,35.0,,,8.75,9.50,,6' 1.25'',8' 3.50'',195.6,6' 7.00'',8.75,9.5,,73.25,99.5,79.0,marcus sasser
sf,,brice__sensabaugh__2023,brice,,sensabaugh,2023.0,,,,,,,,-,-,,,,,,,,,,,,brice sensabaugh
sf,jr,terrence__shannon_jr_2023,terrence,,shannon,2023.0,10.36,,3.06,32.0,37.5,,,8.25,8.00,,6' 5.50'',8' 6.00'',220.0,6' 8.00'',8.25,8.0,,77.5,102.0,80.0,terrence shannon jr
sg,,ben__sheppard__2023,ben,,sheppard,2023.0,10.88,2.98,3.17,29.5,35.5,,,8.50,9.50,,6' 5.25'',8' 4.00'',194.6,6' 7.75'',8.5,9.5,,77.25,100.0,79.75,ben sheppard
pf,,jalen__slawson__2023,jalen,,slawson,2023.0,11.26,,3.29,29.0,33.0,,,9.00,9.00,,6' 6.50'',8' 10.00'',221.6,6' 11.75'',9.0,9.0,,78.5,106.0,83.75,jalen slawson
sg,,terquavion__smith__2023,terquavion,,smith,2023.0,10.86,,3.21,30.0,37.0,,,8.50,8.00,,6' 2.50'',8' 2.00'',163.2,6' 6.75'',8.5,8.0,,74.5,98.0,78.75,terquavion smith
sg,jr,nick__smith_jr_2023,nick,,smith,2023.0,,,,,,,,-,-,,,,,,,,,,,,nick smith jr
sf,,julian__strawther__2023,julian,,strawther,2023.0,10.94,3.46,3.31,27.5,34.5,,,8.25,8.25,,6' 6.00'',8' 9.00'',208.8,6' 9.25'',8.25,8.25,,78.0,105.0,81.25,julian strawther
sg,,amen__thompson__2023,amen,,thompson,2023.0,,,,,,,,8.50,8.50,,6' 5.75'',8' 7.50'',214.2,7' 0.00'',8.5,8.5,,77.75,103.5,84.0,amen thompson
sg,,ausar__thompson__2023,ausar,,thompson,2023.0,,,,,,,,8.75,9.25,,6' 5.75'',8' 8.00'',218.2,7' 0.00'',8.75,9.25,,77.75,104.0,84.0,ausar thompson
c,,drew__timme__2023,drew,,timme,2023.0,10.93,,3.34,26.0,30.5,,,9.00,10.00,,6' 8.75'',9' 0.50'',243.2,7' 1.75'',9.0,10.0,,80.75,108.5,85.75,drew timme
pf,,nae'qwan__tomlin__2023,nae'qwan,,tomlin,2023.0,,,,,,,,-,-,,,,,,,,,,,,nae'qwan tomlin
c,,oscar__tshiebwe__2023,oscar,,tshiebwe,2023.0,12.26,,3.32,29.5,32.5,,,9.75,10.25,,6' 7.25'',9' 0.00'',253.6,7' 3.50'',9.75,10.25,,79.25,108.0,87.5,oscar tshiebwe
pf,,azuolas__tubelis__2023,azuolas,,tubelis,2023.0,11.17,,3.5,23.5,30.5,,,9.00,10.50,,6' 8.75'',9' 0.00'',234.8,6' 11.00'',9.0,10.5,,80.75,108.0,83.0,azuolas tubelis
c,,tristan__vukcevic__2023,tristan,,vukcevic,2023.0,11.71,3.16,3.43,26.0,30.5,,,9.00,10.25,,6' 11.25'',9' 3.00'',223.4,7' 2.50'',9.0,10.25,,83.25,111.0,86.5,tristan vukcevic
pf,,jarace__walker__2023,jarace,,walker,2023.0,10.89,,3.2,34.5,38.0,,,9.00,10.00,,6' 6.50'',8' 8.50'',248.6,7' 2.50'',9.0,10.0,,78.5,104.5,86.5,jarace walker
pg,,cason__wallace__2023,cason,,wallace,2023.0,10.82,,3.34,28.0,36.0,,,8.50,9.25,,6' 2.50'',8' 5.00'',195.2,6' 8.50'',8.5,9.25,,74.5,101.0,80.5,cason wallace
sf,,jordan__walsh__2023,jordan,,walsh,2023.0,10.83,,3.3,33.0,36.0,,,8.75,8.50,,6' 5.75'',8' 11.00'',204.0,7' 1.75'',8.75,8.5,,77.75,107.0,85.75,jordan walsh
c,,victor__wembanyama__2023,victor,,wembanyama,2023.0,,,,,,,,-,-,,,,,,,,,,,,victor wembanyama
sg,,dariq__whitehead__2023,dariq,,whitehead,2023.0,,,,,,,,8.50,10.00,,6' 5.75'',8' 7.50'',217.2,6' 10.25'',8.5,10.0,,77.75,103.5,82.25,dariq whitehead
sf,,cam__whitmore__2023,cam,,whitmore,2023.0,10.82,3.33,3.2,31.5,40.5,,,8.00,8.25,,6' 5.75'',8' 7.50'',235.0,6' 8.50'',8.0,8.25,,77.75,103.5,80.5,cam whitmore
sf,,jalen__wilson__2023,jalen,,wilson,2023.0,11.26,3.15,3.2,31.5,35.0,,,8.25,9.00,,6' 5.50'',8' 3.50'',230.2,6' 8.00'',8.25,9.0,,77.5,99.5,80.0,jalen wilson
sg,,isaiah__wong__2023,isaiah,,wong,2023.0,10.93,,3.22,32.5,37.0,,,8.25,9.50,,6' 2.50'',8' 1.50'',178.4,6' 6.75'',8.25,9.5,,74.5,97.5,78.75,isaiah wong
sg,,ochai__agbaji__2022,ochai,,agbaji,2022.0,10.77,3.11,3.13,32.0,39.0,,5.4,8.75,9.50,6' 5.75'',6' 4.50'',8' 8.00'',216.8,6' 10.25'',8.75,9.5,77.75,76.5,104.0,82.25,ochai agbaji
sf,jr,patrick__baldwin_jr_2022,patrick,,baldwin,2022.0,12.25,3.3,3.45,23.5,26.5,,8.9,8.75,9.50,6' 10.25'',6' 9.25'',9' 2.50'',230.8,7' 1.75'',8.75,9.5,82.25,81.25,110.5,85.75,patrick baldwin jr
pf,,paolo__banchero__2022,paolo,,banchero,2022.0,,,,,,,,-,-,,,,,,,,,,,,paolo banchero
pf,,dominick__barlow__2022,dominick,,barlow,2022.0,11.29,3.19,3.33,28.5,34.0,,5.9,9.00,10.50,6' 9.75'',6' 8.75'',9' 0.50'',221.0,7' 3.00'',9.0,10.5,81.75,80.75,108.5,87.0,dominick barlow
sg,,marjon__beauchamp__2022,marjon,,beauchamp,2022.0,,,,,,,5.3,9.00,9.00,6' 6.50'',6' 5.25'',8' 10.00'',196.6,7' 0.75'',9.0,9.0,78.5,77.25,106.0,84.75,marjon beauchamp
sg,,hugo__besson__2022,hugo,,besson,2022.0,11.36,3.25,3.4,24.5,31.5,,8.8,7.50,8.50,6' 5.75'',6' 4.50'',8' 6.00'',180.4,6' 5.50'',7.5,8.5,77.75,76.5,102.0,77.5,hugo besson
sg,,malaki__branham__2022,malaki,,branham,2022.0,11.38,3.09,3.17,29.0,35.0,,6.1,8.50,9.75,6' 5.50'',6' 4.00'',8' 6.50'',194.8,6' 10.00'',8.5,9.75,77.5,76.0,102.5,82.0,malaki branham
sg,,christian__braun__2022,christian,,braun,2022.0,11.0,3.13,3.16,33.5,40.0,,6.2,8.00,8.50,6' 7.00'',6' 5.50'',8' 3.50'',209.2,6' 6.50'',8.0,8.5,79.0,77.5,99.5,78.5,christian braun
sf,,kendall__brown__2022,kendall,,brown,2022.0,11.57,3.05,3.29,31.5,41.0,,4.9,9.00,9.00,6' 7.50'',6' 6.25'',8' 7.00'',201.2,6' 11.00'',9.0,9.0,79.5,78.25,103.0,83.0,kendall brown
pf,jr,john__butler_jr_2022,john,,butler,2022.0,11.16,3.04,3.33,26.5,28.5,,4.7,8.50,8.75,7' 0.75'',6' 11.75'',9' 4.00'',174.4,7' 2.25'',8.5,8.75,84.75,83.75,112.0,86.25,john butler jr
sf,,julian__champagnie__2022,julian,,champagnie,2022.0,11.39,3.04,3.14,28.5,34.5,,7.1,8.75,9.25,6' 7.75'',6' 6.25'',8' 11.00'',212.4,6' 10.00'',8.75,9.25,79.75,78.25,107.0,82.0,julian champagnie
pg,,kennedy__chandler__2022,kennedy,,chandler,2022.0,10.73,2.89,,31.0,41.5,,4.4,8.50,9.50,6' 0.50'',5' 11.50'',8' 1.00'',172.2,6' 5.25'',8.5,9.5,72.5,71.5,97.0,77.25,kennedy chandler
sg,,max__christie__2022,max,,christie,2022.0,10.82,3.02,3.07,32.0,37.5,,4.8,8.00,8.50,6' 5.75'',6' 4.25'',8' 6.50'',189.2,6' 8.75'',8.0,8.5,77.75,76.25,102.5,80.75,max christie
c,,kofi__cockburn__2022,kofi,,cockburn,2022.0,12.11,3.31,3.33,29.5,32.5,,8.2,9.75,10.25,7' 0.00'',6' 11.00'',9' 2.50'',293.0,7' 4.25'',9.75,10.25,84.0,83.0,110.5,88.25,kofi cockburn
sg,,dyson__daniels__2022,dyson,,daniels,2022.0,10.81,2.81,3.22,29.0,34.0,,4.9,8.50,9.75,6' 7.50'',6' 6.00'',8' 9.00'',195.2,6' 10.50'',8.5,9.75,79.5,78.0,105.0,82.5,dyson daniels
pg,,johnny__davis__2022,johnny,,davis,2022.0,,,,,,,6.7,8.50,10.25,6' 5.75'',6' 4.25'',8' 7.50'',196.4,6' 8.50'',8.5,10.25,77.75,76.25,103.5,80.5,johnny davis
pg,,jd__davison__2022,jd,,davison,2022.0,11.38,3.23,3.26,30.0,37.0,,7.8,8.50,9.50,6' 2.50'',6' 0.50'',8' 3.50'',191.8,6' 6.50'',8.5,9.5,74.5,72.5,99.5,78.5,jd davison
sf-pf,,darius__days__2022,darius,,days,2022.0,,,,,,,,-,-,,,,,,,,,,,,darius days
c,,moussa__diabate__2022,moussa,,diabate,2022.0,11.16,2.9,3.26,29.0,36.5,,2.7,8.50,10.50,6' 10.25'',6' 9.25'',9' 1.50'',216.6,7' 2.50'',8.5,10.5,82.25,81.25,109.5,86.5,moussa diabate
sf,,ousmane__dieng__2022,ousmane,,dieng,2022.0,,,,,,,,-,-,,,,,,,,,,,,ousmane dieng
c,,khalifa__diop__2022,khalifa,,diop,2022.0,,,,,,,,-,-,,,,,,,,,,,,khalifa diop
c,,jalen__duren__2022,jalen,,duren,2022.0,,,,,,,,-,-,,,,,,,,,,,,jalen duren
pf,,tari__eason__2022,tari,,eason,2022.0,,,,,,,5.9,9.25,11.00,6' 8.00'',6' 6.75'',8' 11.50'',217.4,7' 2.00'',9.25,11.0,80.0,78.75,107.5,86.0,tari eason
sg,,keon__ellis__2022,keon,,ellis,2022.0,10.87,3.02,3.18,28.0,35.5,,3.8,8.00,9.25,6' 4.75'',6' 3.50'',8' 6.00'',167.4,6' 8.50'',8.0,9.25,76.75,75.5,102.0,80.5,keon ellis
c,jr,michael__foster_jr_2022,michael,,foster,2022.0,11.49,3.1,3.22,28.0,32.5,,6.2,8.75,10.00,6' 9.25'',6' 7.75'',9' 1.50'',236.6,7' 0.25'',8.75,10.0,81.25,79.75,109.5,84.25,michael foster jr
pg,,collin__gillespie__2022,collin,,gillespie,2022.0,10.95,3.01,3.21,26.5,33.0,,8.6,8.25,9.00,6' 2.75'',6' 1.50'',8' 2.00'',195.8,6' 4.00'',8.25,9.0,74.75,73.5,98.0,76.0,collin gillespie
sf,,aj__griffin__2022,aj,,griffin,2022.0,,,,,,,,-,-,,,,,,,,,,,,aj griffin
sg,,jaden__hardy__2022,jaden,,hardy,2022.0,,,,,,,,-,-,,,,,,,,,,,,jaden hardy
sf,jr,ron__harper_jr_2022,ron,,harper,2022.0,11.41,3.24,3.4,26.0,30.5,,14.3,9.50,10.00,6' 5.50'',6' 4.00'',8' 9.50'',240.4,7' 1.25'',9.5,10.0,77.5,76.0,105.5,85.25,ron harper jr
pf,,chet__holmgren__2022,chet,,holmgren,2022.0,,,,,,,,-,-,,,,,,,,,,,,chet holmgren
sf,,harrison__ingram__2022,harrison,,ingram,2022.0,11.83,3.26,3.31,29.5,35.0,,8.3,9.00,10.00,6' 7.00'',6' 5.25'',8' 7.50'',232.8,7' 0.25'',9.0,10.0,79.0,77.25,103.5,84.25,harrison ingram
pg,,jaden__ivey__2022,jaden,,ivey,2022.0,,,,,,,,-,-,,,,,,,,,,,,jaden ivey
c,,trayce__jackson-davis__2022,trayce,,jackson-davis,2022.0,,,,,,,,-,-,,,,,,,,,,,,trayce jackson-davis
sf,,nikola__jovic__2022,nikola,,jovic,2022.0,,,,,,,7.4,8.75,9.75,6' 11.00'',6' 9.50'',9' 0.50'',222.6,7' 0.25'',8.75,9.75,83.0,81.5,108.5,84.25,nikola jovic
sg,,johnny__juzang__2022,johnny,,juzang,2022.0,11.03,3.17,3.29,27.5,32.5,,7.5,8.50,9.50,6' 6.50'',6' 5.25'',8' 6.50'',208.6,6' 11.00'',8.5,9.5,78.5,77.25,102.5,83.0,johnny juzang
pf,,ismael__kamagate__2022,ismael,,kamagate,2022.0,,,,,,,,-,-,,,,,,,,,,,,ismael kamagate
sg,,trevor__keels__2022,trevor,,keels,2022.0,11.33,3.32,3.27,24.5,31.0,,13.5,8.25,9.00,6' 4.75'',6' 3.25'',8' 5.00'',223.8,6' 7.25'',8.25,9.0,76.75,75.25,101.0,79.25,trevor keels
c,,walker__kessler__2022,walker,,kessler,2022.0,,,,,,,14.7,8.50,8.50,7' 1.00'',7' 0.25'',9' 5.00'',256.0,7' 4.25'',8.5,8.5,85.0,84.25,113.0,88.25,walker kessler
c,,christian__koloko__2022,christian,,koloko,2022.0,11.3,3.19,3.27,28.0,33.5,,5.7,9.00,10.75,7' 0.00'',6' 10.75'',9' 5.00'',221.0,7' 5.25'',9.0,10.75,84.0,82.75,113.0,89.25,christian koloko
pf,,jake__laravia__2022,jake,,laravia,2022.0,10.58,2.89,3.37,27.5,34.0,,9.0,8.50,10.25,6' 8.00'',6' 6.75'',8' 8.00'',227.2,6' 9.50'',8.5,10.25,80.0,78.75,104.0,81.5,jake laravia
pf,,justin__lewis__2022,justin,,lewis,2022.0,11.49,3.02,3.23,32.5,35.0,,7.3,9.00,10.50,6' 7.50'',6' 6.25'',8' 9.50'',235.4,7' 2.50'',9.0,10.5,79.5,78.25,105.5,86.5,justin lewis
pf,,ej__liddell__2022,ej,,liddell,2022.0,11.11,3.23,3.26,35.5,38.0,,12.2,8.25,9.25,6' 7.00'',6' 5.50'',8' 7.50'',243.0,6' 11.75'',8.25,9.25,79.0,77.5,103.5,83.75,ej liddell
pf-c,jr,kenneth__lofton_jr_2022,kenneth,,lofton,2022.0,,,,,,,,-,-,,,,,,,,,,,,kenneth lofton jr
sg-sf,,tyrese__martin__2022,tyrese,,martin,2022.0,,,,,,,,-,-,,,,,,,,,,,,tyrese martin
sg,,bennedict__mathurin__2022,bennedict,,mathurin,2022.0,,,,,,,5.7,8.50,9.75,6' 6.00'',6' 4.50'',8' 8.00'',204.6,6' 9.00'',8.5,9.75,78.0,76.5,104.0,81.0,bennedict mathurin
sf,,matthew__mayer__2022,matthew,,mayer,2022.0,10.74,,3.39,25.5,31.5,,11.1,9.00,10.25,6' 9.25'',6' 8.00'',8' 9.00'',216.4,6' 10.50'',9.0,10.25,81.25,80.0,105.0,82.5,matthew mayer
sg,,bryce__mcgowens__2022,bryce,,mcgowens,2022.0,11.12,3.16,3.27,29.5,34.0,,5.4,8.75,9.50,6' 6.50'',6' 5.25'',8' 7.50'',181.2,6' 8.75'',8.75,9.5,78.5,77.25,103.5,80.75,bryce mcgowens
sf,,leonard__miller__2022,leonard,,miller,2022.0,11.11,3.02,3.36,30.0,36.5,,5.7,9.25,10.50,6' 10.00'',6' 8.50'',8' 10.50'',211.0,7' 2.00'',9.25,10.5,82.0,80.5,106.5,86.0,leonard miller
pf,,josh__minnott__2022,josh,,minnott,2022.0,,,,,,,,-,-,,,,,,,,,,,,josh minnott
sg-sf,,aminu__mohammed__2022,aminu,,mohammed,2022.0,11.54,3.04,3.33,29.5,36.0,,5.1,8.75,9.50,6' 5.00'',6' 3.50'',8' 8.00'',212.8,6' 11.00'',8.75,9.5,77.0,75.5,104.0,83.0,aminu mohammed
pg,,iverson__molinar__2022,iverson,,molinar,2022.0,11.23,3.1,3.19,31.0,38.0,,4.8,8.50,9.50,6' 3.25'',6' 2.25'',8' 5.00'',183.2,6' 8.00'',8.5,9.5,75.25,74.25,101.0,80.0,iverson molinar
pg,,jean__montero__2022,jean,,montero,2022.0,11.19,3.17,3.17,29.5,37.0,,7.4,8.00,8.75,6' 2.25'',6' 1.00'',8' 2.50'',171.8,6' 5.25'',8.0,8.75,74.25,73.0,98.5,77.25,jean montero
sg,,wendell__moore__2022,wendell,,moore,2022.0,10.94,3.21,3.3,32.5,38.5,,7.5,8.75,10.25,6' 5.50'',6' 4.25'',8' 5.00'',217.2,7' 0.50'',8.75,10.25,77.5,76.25,101.0,84.5,wendell moore
pf,,keegan__murray__2022,keegan,,murray,2022.0,,,,,,,,-,-,,,,,,,,,,,,keegan murray
pg,,andrew__nembhard__2022,andrew,,nembhard,2022.0,10.46,3.02,3.26,26.5,35.0,,4.4,8.00,9.50,6' 4.50'',6' 3.00'',8' 3.00'',195.6,6' 5.75'',8.0,9.5,76.5,75.0,99.0,77.75,andrew nembhard
pg,jr,scotty__pippen_jr_2022,scotty,,pippen,2022.0,11.07,3.1,3.21,30.5,37.5,,5.3,7.75,9.00,6' 1.50'',6' 0.00'',7' 11.50'',180.0,6' 5.75'',7.75,9.0,73.5,72.0,95.5,77.75,scotty pippen jr
sg-sf,,gabriele__procida__2022,gabriele,,procida,2022.0,11.02,3.14,3.07,29.5,35.0,,3.8,8.00,9.25,6' 7.75'',6' 5.75'',8' 10.00'',192.8,6' 8.00'',8.0,9.25,79.75,77.75,106.0,80.0,gabriele procida
sg-sf,,jared__rhoden__2022,jared,,rhoden,2022.0,,,,,,,,-,-,,,,,,,,,,,,jared rhoden
c,,orlando__robinson__2022,orlando,,robinson,2022.0,11.4,3.23,3.55,23.0,27.5,,9.5,8.75,10.00,6' 11.00'',6' 9.75'',9' 3.00'',244.4,7' 4.00'',8.75,10.0,83.0,81.75,111.0,88.0,orlando robinson
pf,,david__roddy__2022,david,,roddy,2022.0,10.75,3.1,3.22,27.0,35.5,,11.6,8.75,10.00,6' 6.00'',6' 4.50'',8' 9.00'',260.8,6' 11.50'',8.75,10.0,78.0,76.5,105.0,83.5,david roddy
sg,,ryan__rollins__2022,ryan,,rollins,2022.0,11.26,3.28,3.07,30.5,36.5,,5.0,8.00,8.50,6' 3.25'',6' 2.00'',8' 4.50'',179.2,6' 9.75'',8.0,8.5,75.25,74.0,100.5,81.75,ryan rollins
pg,,marcus__sasser__2022,marcus,,sasser,2022.0,,,,,,,,-,-,,,,,,,,,,,,marcus sasser
sg,,dereon__seabron__2022,dereon,,seabron,2022.0,11.03,3.04,3.12,30.5,38.0,,4.0,8.50,9.50,6' 5.75'',6' 4.75'',8' 7.50'',182.4,6' 8.75'',8.5,9.5,77.75,76.75,103.5,80.75,dereon seabron
sg,,shaedon__sharpe__2022,shaedon,,sharpe,2022.0,,,,,,,4.8,9.00,9.25,6' 5.25'',6' 4.25'',8' 7.50'',198.0,6' 11.50'',9.0,9.25,77.25,76.25,103.5,83.5,shaedon sharpe
sg,,terquavion__smith__2022,terquavion,,smith,2022.0,10.63,3.03,3.14,30.5,38.5,,3.8,8.50,8.00,6' 3.75'',6' 2.25'',8' 2.00'',165.2,6' 6.50'',8.5,8.0,75.75,74.25,98.0,78.5,terquavion smith
pf,,jabari__smith__2022,jabari,,smith,2022.0,,,,,,,,-,-,,,,,,,,,,,,jabari smith
pf,,jeremy__sochan__2022,jeremy,,sochan,2022.0,,,,,,,,-,-,,,,,,,,,,,,jeremy sochan
pg,,matteo__spagnolo__2022,matteo,,spagnolo,2022.0,11.42,3.16,3.4,25.5,31.5,,8.6,8.25,10.00,6' 5.50'',6' 4.00'',8' 6.00'',196.2,6' 8.00'',8.25,10.0,77.5,76.0,102.0,80.0,matteo spagnolo
sf,,julian__strawther__2022,julian,,strawther,2022.0,10.3,3.37,3.26,28.5,35.0,,7.9,8.25,8.50,6' 7.00'',6' 5.75'',8' 8.50'',207.6,6' 9.50'',8.25,8.5,79.0,77.75,104.5,81.5,julian strawther
sg,,dalen__terry__2022,dalen,,terry,2022.0,,,,,,,5.4,8.50,9.00,6' 7.25'',6' 6.00'',8' 10.00'',195.2,7' 0.75'',8.5,9.0,79.25,78.0,106.0,84.75,dalen terry
c,,drew__timme__2022,drew,,timme,2022.0,11.71,3.31,3.38,25.5,31.5,,15.7,9.00,10.00,6' 9.25'',6' 8.25'',8' 11.50'',231.6,7' 2.00'',9.0,10.0,81.25,80.25,107.5,86.0,drew timme
pf,,jabari__walker__2022,jabari,,walker,2022.0,11.53,3.12,3.24,29.5,32.5,,12.1,8.75,9.75,6' 8.00'',6' 6.75'',8' 9.00'',213.8,6' 10.75'',8.75,9.75,80.0,78.75,105.0,82.75,jabari walker
sg,jr,tyty__washington_jr_2022,tyty,,washington,2022.0,,,,,,,12.0,8.50,9.25,6' 3.75'',6' 2.25'',8' 3.50'',196.4,6' 8.00'',8.5,9.25,75.75,74.25,99.5,80.0,tyty washington jr
sf,,peyton__watson__2022,peyton,,watson,2022.0,11.03,3.24,3.28,28.0,33.5,,5.2,8.50,9.50,6' 8.00'',6' 6.75'',8' 11.50'',203.4,7' 0.50'',8.5,9.5,80.0,78.75,107.5,84.5,peyton watson
sg,,blake__wesley__2022,blake,,wesley,2022.0,11.55,3.25,3.21,30.0,36.0,,5.6,8.25,9.00,6' 4.25'',6' 3.00'',8' 7.00'',187.2,6' 9.25'',8.25,9.0,76.25,75.0,103.0,81.25,blake wesley
sg,,alondes__williams__2022,alondes,,williams,2022.0,10.96,3.11,3.15,30.0,35.5,,7.2,8.50,9.25,6' 5.00'',6' 3.75'',8' 6.00'',209.0,6' 7.00'',8.5,9.25,77.0,75.75,102.0,79.0,alondes williams
sg,,jalen__williams__2022,jalen,,williams,2022.0,11.13,3.17,3.11,33.5,39.0,,8.9,8.50,9.50,6' 5.75'',6' 4.50'',8' 9.50'',209.2,7' 2.25'',8.5,9.5,77.75,76.5,105.5,86.25,jalen williams
c,,jaylin__williams__2022,jaylin,,williams,2022.0,11.64,3.1,3.5,24.5,30.0,,8.0,8.50,10.50,6' 10.00'',6' 8.75'',9' 0.50'',236.6,7' 1.00'',8.5,10.5,82.0,80.75,108.5,85.0,jaylin williams
c,,trevion__williams__2022,trevion,,williams,2022.0,12.75,3.46,3.48,27.5,30.0,,10.8,9.00,10.25,6' 8.75'',6' 7.25'',9' 0.50'',264.6,7' 2.75'',9.0,10.25,80.75,79.25,108.5,86.75,trevion williams
pf-c,,bryson__williams__2022,bryson,,williams,2022.0,,,,,,,,-,-,,,,,,,,,,,,bryson williams
c,,mark__williams__2022,mark,,williams,2022.0,,,,,,,5.4,9.00,9.75,7' 2.00'',7' 0.00'',9' 9.00'',242.4,7' 6.50'',9.0,9.75,86.0,84.0,117.0,90.5,mark williams
sf-pf,,jalen__wilson__2022,jalen,,wilson,2022.0,,,,,,,,-,-,,,,,,,,,,,,jalen wilson
sf-pf,,fanbo__zeng__2022,fanbo,,zeng,2022.0,,,,,,,,-,-,,,,,,,,,,,,fanbo zeng
pg,,max__abmas__2021,max,,abmas,2021.0,10.9,3.49,3.12,28.5,32.5,,5.5,8.00,7.75,5'11.75'',5'10.5'',7'10.0'',161.8,6'1.75'',8.0,7.75,71.75,70.5,94.0,73.75,max abmas
sg,,ochai__agbaji__2021,ochai,,agbaji,2021.0,10.88,3.1,3.13,32.0,41.5,,4.15,9.00,8.75,6'5.5'',6'4.5'',8'7.5'',214.4,6'10.0'',9.0,8.75,77.5,76.5,103.5,82.0,ochai agbaji
sf,,marcus__bagley__2021,marcus,,bagley,2021.0,12.26,3.1,3.17,32.5,38.5,,7.5,8.75,8.50,6'7.75'',6'6.0'',8'6.5'',216.8,6'11.0'',8.75,8.5,79.75,78.0,102.5,83.0,marcus bagley
sf,,scottie__barnes__2021,scottie,,barnes,2021.0,10.88,2.99,3.15,36.0,39.5,,5.3,9.25,10.25,6'8.0'',6'7.0'',9'0.0'',225.4,7'2.75'',9.25,10.25,80.0,79.0,108.0,86.75,scottie barnes
