position,height_w_shoes,height_wo_shoes,player_name,body_fat_pct,hand_length,hand_width,standing_reach,weight_lbs,wingspan,height_w_shoes_inches,height_wo_shoes_inches
PG,6' 0.5'',5' 11.25'',Ty Lawson,6.6,,,94.5,196.6,72.75,72.5,71.25
PG,6' 3.25'',6' 2.25'',Eric Maynor,5.4,,,97.0,163.6,74.5,75.25,74.25
SG-PG,6' 0.75'',5' 11.75'',Jack McClinton,6.2,,,96.0,185.2,74.5,72.75,71.75
SG,6' 3'',6' 1.5'',Jerel McNeal,5.4,,,99.5,190.4,79.25,75.0,73.5
SG,6' 4'',6' 3'',Jodie Meeks,8.0,,,98.0,211.4,76.5,76.0,75.0
PG,6' 0.5'',5' 11.25'',Patty Mills,6.9,,,95.0,175.4,74.0,72.5,71.25
C,7' 1.25'',6' 11.75'',Byron Mullens,8.5,,,111.0,258.2,85.5,85.25,83.75
PG,6' 2'',6' 0.5'',A.J. Price,12.4,,,97.0,192.8,75.75,74.0,72.5
SF,6' 6'',6' 5.25'',Tyler Smith,7.0,,,104.5,212.0,81.75,78.0,77.25
SF,6' 8.5'',6' 7.25'',DaJuan Summers,6.6,,,106.5,243.0,84.75,80.5,79.25
SG,6' 4.75'',6' 3.5'',Jermaine Taylor,5.8,,,101.0,207.4,80.75,76.75,75.5
PG,6' 1.5'',6' 0.25'',Jeff Teague,4.5,,,98.5,175.2,79.5,73.5,72.25
C,7' 2.5'',7' 1.25'',Hasheem Thabeet,6.7,,,113.0,267.2,90.25,86.5,85.25
SG,6' 3.75'',6' 2.75'',Marcus Thornton,4.8,,,99.0,194.4,77.0,75.75,74.75
SG-SF,6' 6.25'',6' 5'',Terrence Williams,5.1,,,103.5,213.2,81.0,78.25,77.0
SF-SG,6' 6.75'',6' 5.25'',Sam Young,4.9,,,105.5,222.8,82.75,78.75,77.25
SF-PF,6' 8.25'',6' 7.25'',Joe Alexander,5.8,,,106.0,220.0,83.5,80.25,79.25
PF,6' 8.5'',6' 7.5'',Darrell Arthur,7.3,,,107.0,216.0,82.75,80.5,79.5
PG,5' 11.5'',5' 10'',D.J. Augustin,8.1,,,94.5,171.5,75.5,71.5,70.0
PG-SG,6' 3'',6' 1.75'',Jerryd Bayless,4.7,,,97.0,204.0,75.5,75.0,73.75
PF-SF,6' 8.25'',6' 7'',Michael Beasley,7.7,,,107.0,239.0,84.25,80.25,79.0
PG-SG,6' 2.25'',6' 1.25'',Ramel Bradley,5.7,,,98.0,184.0,77.0,74.25,73.25
PG,5' 11'',5' 10'',Tyrone Brazelton,8.1,,,94.0,166.0,73.75,71.0,70.0
PF,6' 8.5'',6' 7.25'',Takais Brown,9.2,,,106.0,252.0,82.0,80.5,79.25
SF-PF,6' 8.75'',6' 7.5'',Keith Brumbaugh,4.0,,,104.5,190.0,79.25,80.75,79.5
PG,6' 2.5'',6' 1.5'',Stanley Burrell,5.6,,,97.5,201.0,78.25,74.5,73.5
C-PF,6' 11'',6' 9.5'',Brian Butch,10.8,,,108.0,229.6,83.25,83.0,81.5
PG,6' 1.5'',6' 0.25'',Jamar Butler,6.0,,,97.0,182.0,76.75,73.5,72.25
SF-PF,6' 9.75'',6' 8.75'',Pat Calathes,7.3,,,106.0,204.0,81.75,81.75,80.75
SG,6' 4'',6' 3'',Joe Crawford,7.6,,,99.5,213.0,77.75,76.0,75.0
C-PF,6' 9.5'',6' 8.25'',Chris Daniels,16.1,,,109.0,256.0,84.5,81.5,80.25
PF-C,6' 7.25'',6' 6.25'',Joey Dorsey,9.0,,,107.0,265.0,85.75,79.25,78.25
SF-PF,6' 7.5'',6' 6.75'',Marcus Dove,5.3,,,105.0,208.0,83.5,79.5,78.75
PF,6' 9'',6' 8'',Josh Duncan,5.4,,,104.5,230.0,83.5,81.0,80.0
PF,6' 8.75'',6' 7.25'',Frank Elegar,4.5,,,106.0,210.0,87.25,80.75,79.25
SF-PF,6' 7.25'',6' 6'',Patrick Ewing Jr.,9.4,,,97.5,224.0,84.25,79.25,78.0
SG,6' 5.75'',6' 4.5'',Gary Forbes,6.5,,,104.5,220.5,83.25,77.75,76.5
SG,6' 5.25'',6' 4'',Shan Foster,6.3,,,103.5,194.5,83.5,77.25,76.0
SG,6' 4.75'',6' 4'',J.R. Giddens,5.4,,,103.0,208.0,83.25,76.75,76.0
PF,6' 8.5'',6' 7'',James Gist,4.8,,,107.5,220.0,88.0,80.5,79.0
C,7' 0.25'',6' 11.25'',Vladimir Golubovic,6.9,,,111.5,258.0,86.5,84.25,83.25
SG,6' 3.25'',6' 2'',Eric Gordon,8.2,,,99.0,222.0,81.0,75.25,74.0
C,6' 7.75'',6' 6.75'',Kentrell Gransberry,17.4,,,106.0,290.0,82.25,79.75,78.75
SF-PF,6' 9'',6' 8.25'',Donte Greene,7.6,,,108.0,221.0,82.0,81.0,80.25
SG,6' 5.25'',6' 4.25'',Malik Hairston,6.9,,,103.5,204.0,81.0,77.25,76.25
C-PF,6' 10.75'',6' 9.5'',DeVon Hardin,5.8,,,109.5,235.0,87.0,82.75,81.5
PF,6' 8.75'',6' 6.75'',Richard Hendrix,9.2,,,108.0,250.0,87.0,80.75,78.75
PG,6' 2.5'',6' 1.25'',George Hill,3.0,,,97.5,181.0,81.0,74.5,73.25
SF-PF,6' 5.25'',6' 3.75'',Kyle Hines,3.6,,,104.5,234.0,85.25,77.25,75.75
C-PF,6' 11'',6' 9.5'',Jiri Hubalek,8.8,,,109.0,226.0,82.75,83.0,81.5
PG,6' 1'',5' 11.75'',Lester Hudson,3.4,,,98.5,196.0,80.75,73.0,71.75
PF-SF,6' 7.5'',6' 6.5'',Othello Hunter,6.4,,,109.5,220.0,87.0,79.5,78.5
PF,6' 7.75'',6' 7'',Darnell Jackson,12.5,,,106.5,240.5,83.25,79.75,79.0
PF,6' 9'',6' 7.75'',Shawn James,9.2,,,111.0,217.0,89.0,81.0,79.75
SF,6' 6.5'',6' 5.25'',Davon Jefferson,12.0,,,105.0,213.0,81.5,78.5,77.25
PF,6' 8.5'',6' 7'',Joseph Jones,12.2,,,107.0,240.0,84.25,80.5,79.0
C,6' 11'',6' 9.75'',DeAndre Jordan,7.5,,,113.5,250.0,90.0,83.0,81.75
C-PF,6' 10.75'',6' 9'',Sasha Kaun,9.6,,,110.0,247.0,88.0,82.75,81.0
SG,6' 4.25'',6' 3'',Marcelus Kemp,9.0,,,103.5,221.0,80.5,76.25,75.0
SF,6' 8.5'',6' 7.25'',Maarty Leunen,8.9,,,102.5,222.0,80.0,80.5,79.25
C,6' 10'',6' 9'',Longar Longar,10.6,,,109.5,212.5,85.25,82.0,81.0
C,7' 0.5'',6' 11.25'',Brook Lopez,6.3,,,113.0,258.0,89.5,84.5,83.25
PF,6' 9.5'',6' 7.75'',Kevin Love,12.9,,,106.0,255.0,83.25,81.5,79.75
C,6' 10.75'',6' 9.75'',Aleks Maric,10.1,,,109.5,273.0,85.0,82.75,81.75
SG-PG,6' 4.25'',6' 3.25'',O.J. Mayo,6.3,,,99.5,200.0,78.0,76.25,75.25
PF,6' 7.75'',6' 6.75'',James Mays,8.8,,,105.0,227.0,85.75,79.75,78.75
SF,6' 7.5'',6' 5.75'',Luc Mbah a Moute,7.0,,,103.5,221.0,86.5,79.5,77.75
C-PF,7' 0'',6' 11'',JaVale McGee,5.3,,,114.5,241.0,90.0,84.0,83.0
PG,6' 0.75'',5' 11.75'',Drew Neitzel,6.2,,,95.0,175.5,74.5,72.75,71.75
PG-SG,6' 2.25'',6' 1'',DeMarcus Nelson,4.5,,,98.5,198.0,82.0,74.25,73.0
C-PF,6' 11.5'',6' 10.25'',David Padgett,9.0,,,109.5,239.5,85.0,83.5,82.25
PG,6' 1.5'',6' 0.5'',Jeremy Pargo,7.6,,,96.0,208.0,77.0,73.5,72.5
PF,6' 10.25'',6' 9.25'',Trent Plaisted,11.0,,,105.5,240.0,82.5,82.25,81.25
SF-PF,6' 7.75'',6' 6.75'',Quan Prowell,6.5,,,103.5,225.5,82.5,79.75,78.75
C-PF,6' 9'',6' 8.25'',Shaun Pruitt,13.8,,,107.5,242.2,85.0,81.0,80.25
PF-SF,6' 10.25'',6' 9'',Anthony Randolph,4.7,,,109.0,197.0,87.0,82.25,81.0
PF,6' 8.25'',6' 7.25'',Charles Rhodes,10.7,,,107.5,244.0,83.25,80.25,79.25
C,7' 0'',6' 10.5'',John Riek,11.0,,,,237.0,92.75,84.0,82.5
PG,6' 1.25'',6' 0.25'',Brian Roberts,3.6,,,95.0,173.0,73.25,73.25,72.25
PG,6' 1.5'',6' 0.5'',Russell Robinson,7.4,,,100.5,196.0,80.0,73.5,72.5
SG-SF,6' 5.5'',6' 4.25'',Richard Roby,9.2,,,104.0,203.0,81.75,77.5,76.25
PG,6' 2.5'',6' 1.5'',Derrick Rose,4.6,,,98.5,196.0,80.0,74.5,73.5
PG,6' 0'',5' 11'',Sean Singletary,4.2,,,95.0,183.8,76.5,72.0,71.0
PG,6' 1.5'',6' 0.25'',Ronald Steele,8.1,,,97.5,183.5,76.25,73.5,72.25
SG-PG,6' 2'',6' 0.75'',Mike Taylor,3.8,,,98.0,166.2,79.25,74.0,72.75
SG,6' 4.25'',6' 2.75'',Bryce Taylor,8.3,,,99.5,210.0,81.0,76.25,74.75
SG-SF,6' 3.5'',6' 2.75'',Mark Tyndale,6.7,,,103.5,217.0,83.0,75.5,74.75
SG,6' 4.5'',6' 3.5'',Robert Vaden,6.2,,,101.0,199.0,80.0,76.5,75.5
SF,6' 6.25'',6' 5.25'',Deron Washington,7.2,,,102.5,198.5,81.0,78.25,77.25
SG-SF,6' 5.5'',6' 4'',Sonny Weems,4.4,,,104.0,193.0,82.0,77.5,76.0
PG,6' 3.5'',6' 2.25'',Russell Westbrook,4.8,,,100.0,192.0,79.75,75.5,74.25
SG,6' 4'',6' 3.25'',Reggie Williams,5.3,,,103.0,199.0,81.25,76.0,75.25
SF,6' 9.75'',6' 8'',Mohamed Abukar,8.9,,,103.0,210.0,81.0,81.75,80.0
PF,6' 7'',6' 5'',Mario Boggan,9.2,,,107.0,240.0,86.0,79.0,77.0
PF,6' 9.75'',6' 8'',Craig Bradshaw,12.1,,,106.5,240.0,85.5,81.75,80.0
SF-SG,6' 7.75'',6' 6'',Corey Brewer,4.2,,,103.0,185.0,80.25,79.75,78.0
PG,5' 11.75'',5' 10'',Aaron Brooks,2.7,,,94.0,161.0,76.0,71.75,70.0
PG,6' 1.75'',5' 11'',Bobby Brown,6.6,,,95.5,170.0,76.0,73.75,71.0
SG,6' 4.5'',6' 3'',Russell Carter,6.0,,,97.5,221.0,80.5,76.5,75.0
PF,6' 9.75'',6' 8'',Coleman Collins,6.2,,,107.0,236.0,86.0,81.75,80.0
PG,6' 0.75'',5' 11'',Mike Conley,4.2,,,94.5,175.0,77.75,72.75,71.0
SG,6' 5.75'',6' 3'',Daequan Cook,7.0,,,101.5,203.0,80.25,77.75,75.0
C-PF,6' 8.5'',6' 7'',Ryvon Covile,8.0,,,107.5,250.0,85.25,80.5,79.0
PG,6' 4.75'',6' 3'',Javaris Crittenton,4.5,,,98.0,194.0,77.5,76.75,75.0
PF,6' 11'',6' 9'',Jermareo Davidson,6.9,,,109.5,230.0,88.0,83.0,81.0
PF,6' 9.5'',6' 8'',Justin Doellman,7.0,,,105.0,205.0,80.75,81.5,80.0
PG,6' 3'',6' 1'',Zabian Dowdell,5.1,,,100.0,191.0,82.0,75.0,73.0
SF,6' 7.25'',6' 5'',Jared Dudley,7.1,,,102.0,219.0,79.0,79.25,77.0
SF-PF,6' 10.25'',6' 9'',Kevin Durant,6.6,,,110.0,215.0,88.75,82.25,81.0
PF,6' 8'',6' 6'',Rashaun Freeman,11.5,,,104.0,244.0,83.5,80.0,78.0
C,7' 1.75'',7' 0'',Aaron Gray,10.8,,,108.5,271.0,87.25,85.75,84.0
PF,6' 8'',6' 6'',Caleb Green,10.9,,,103.0,238.0,83.75,80.0,78.0
SF,6' 9.5'',6' 7'',Jeff Green,3.7,,,103.0,228.0,85.25,81.5,79.0
PG,6' 0.75'',5' 11'',Taurean Green,4.6,,,96.0,173.0,74.25,72.75,71.0
PF,7' 0.75'',6' 10'',Spencer Hawes,13.0,,,110.0,244.0,84.5,84.75,82.0
PG,6' 3.75'',6' 2'',Brandon Heath,9.0,,,94.0,181.0,79.0,75.75,74.0
C,6' 9.75'',6' 7'',Herbert Hill,5.6,,,108.5,232.0,86.25,81.75,79.0
PF,6' 9.75'',6' 8'',Al Horford,9.1,,,107.0,246.0,84.75,81.75,80.0
SF-SG,6' 7.75'',6' 5'',Quinton Hosley,5.7,,,105.0,215.0,83.25,79.75,77.0
C,6' 10.75'',6' 9'',James Hughes,3.5,,,111.0,209.0,87.0,82.75,81.0
SG,6' 4.75'',6' 2'',Jeremy Hunt,5.2,,,101.5,198.0,80.25,76.75,74.0
PF,6' 9'',6' 8'',Ekene Ibekwe,3.2,,,104.0,208.0,90.0,81.0,80.0
PG,5' 11.75'',5' 10'',Dominic James,4.8,,,93.0,175.0,74.0,71.75,70.0
SG,6' 5.75'',6' 3'',Trey Johnson,5.4,,,98.0,216.0,77.0,77.75,75.0
PF,6' 7.5'',6' 6'',Rashad Jones-Jennings,5.9,,,105.5,235.0,84.0,79.5,78.0
PG,6' 1.75'',6' 0'',Jared Jordan,7.0,,,94.0,183.0,72.0,73.75,72.0
SG-PG,6' 4.75'',6' 3'',Coby Karl,5.4,,,99.5,204.0,83.0,76.75,75.0
PF,6' 10.5'',6' 9'',Antanas Kavaliauskas,7.7,,,106.5,237.0,82.5,82.5,81.0
PF,6' 8.5'',6' 7'',Carl Landry,7.5,,,102.5,248.0,83.0,80.5,79.0
PF,6' 7'',6' 5'',Stephane Lasme,4.9,,,107.0,213.0,86.0,79.0,77.0
PG,6' 3.5'',6' 2'',Acie Law,5.6,,,98.0,186.0,78.5,75.5,74.0
C,6' 10.5'',6' 9'',Marko Lekic,11.4,,,108.5,267.0,85.0,82.5,81.0
SG,6' 4.5'',6' 2'',Ron Lewis,4.5,,,99.0,194.0,78.5,76.5,74.0
SF,6' 6.5'',6' 4'',Cartier Martin,5.6,,,103.5,218.0,82.0,78.5,76.0
SF,6' 8.25'',6' 7'',Dominic McGuire,4.7,,,104.0,220.0,82.5,80.25,79.0
PF,6' 10'',6' 8'',Josh McRoberts,13.7,,,106.5,240.0,85.0,82.0,80.0
SG,6' 7'',6' 5'',Sammy Mejia,8.3,,,105.0,218.0,83.0,79.0,77.0
SG,6' 6.5'',6' 5'',Brad Newley,8.0,,,102.5,201.0,80.0,78.5,77.0
SF,6' 7.5'',6' 6'',Demetris Nichols,6.2,,,105.0,211.0,84.25,79.5,78.0
PF,7' 0'',6' 10'',Joakim Noah,4.8,,,106.5,223.0,85.25,84.0,82.0
C,7' 0'',6' 11'',Greg Oden,7.8,,,112.0,257.0,88.25,84.0,83.0
PF,6' 10.75'',6' 9'',Ivan Radenovic,9.8,,,106.0,226.0,83.75,82.75,81.0
PG,6' 2.75'',6' 0'',JR Reynolds,8.2,,,95.0,188.0,75.25,74.75,72.0
PF,6' 8.75'',6' 7'',Chris Richard,7.5,,,110.5,252.0,88.5,80.75,79.0
SG,6' 4.75'',6' 3'',Dustin Salisbery,6.6,,,100.5,208.0,80.0,76.75,75.0
SG,6' 7'',6' 5'',Blake Schilb,10.0,,,102.5,214.0,81.0,79.0,77.0
SG,6' 5.75'',6' 4'',Renaldas Seibutis,6.1,,,101.0,185.0,80.75,77.75,76.0
PG,6' 3.75'',6' 2'',Ramon Sessions,6.2,,,97.5,185.0,76.25,75.75,74.0
PG,6' 4.5'',6' 3'',Mustafa Shakur,4.1,,,99.0,185.0,77.5,76.5,75.0
PF,6' 11.5'',6' 10.75'',Jason Smith,7.5,,,106.0,233.0,82.75,83.5,82.75
SG,6' 5'',6' 3.75'',DJ Strawberry,4.5,,,101.0,199.0,78.5,77.0,75.75
SG-PG,6' 4.5'',6' 3.75'',Rodney Stuckey,6.1,,,100.5,207.0,79.25,76.5,75.75
SF,6' 7.75'',6' 6'',Curtis Sumpter,5.3,,,104.0,227.0,81.5,79.75,78.0
SF,6' 8.75'',6' 7.75'',Yue Sun,5.1,,,105.0,212.0,81.0,80.75,79.75
PG,6' 0.75'',5' 11.5'',Jamaal Tatum,5.0,,,93.5,168.0,74.5,72.75,71.5
SF,6' 7.5'',6' 6.75'',Reyshawn Terry,8.9,,,103.5,222.0,82.0,79.5,78.75
SF,6' 7'',6' 5.75'',Al Thornton,5.8,,,104.0,221.0,85.0,79.0,77.75
PF,6' 8.5'',6' 7'',Anthony Tolliver,5.7,,,107.5,242.0,86.5,80.5,79.0
C-PF,6' 9.75'',6' 8.75'',Ali Traore,12.1,,,108.5,249.0,88.0,81.75,80.75
C,6' 11.5'',6' 10'',Kyle Visser,10.2,,,108.0,242.0,83.0,83.5,82.0
C,6' 10.25'',6' 8.75'',Darryl Watkins,6.9,,,110.0,241.0,87.0,82.25,80.75
C,6' 10.75'',6' 8.5'',Major Wingate,6.7,,,109.0,242.0,88.0,82.75,80.5
PG,5' 11.5'',5' 10.75'',DaShaun Wood,5.4,,,92.0,167.0,72.75,71.5,70.75
SF-PF,6' 8.5'',6' 6.5'',Julian Wright,6.1,,,108.0,211.0,86.25,80.5,78.5
PF,6' 10'',6' 8.75'',Brandan Wright,5.8,,,108.5,200.0,87.75,82.0,80.75
PF,6' 9.5'',6' 8.75'',Avis Wyatt,3.3,,,107.0,212.0,85.0,81.5,80.75
,,,Jianlian Yi,,,,,,,,
SG-SF,6' 6.75'',6' 5'',Nick Young,6.8,,,100.5,206.0,84.0,78.75,77.0
SF,6' 7.5'',6' 5.75'',Thaddeus Young,4.9,,,106.0,210.0,83.5,79.5,77.75
PF-C,6' 7.75'',6' 6.5'',Kenny Adeleke,10.5,,,104.0,250.0,82.25,79.75,78.5
SG-PG,6' 4.5'',6' 3.25'',Maurice Ager,8.0,,,101.5,203.0,79.75,76.5,75.25
PF-C,6' 11.25'',6' 10'',LaMarcus Aldridge,8.7,,,110.0,234.0,88.75,83.25,82.0
SG-SF,6' 6'',6' 4.75'',Morris Almond,6.9,,,102.5,214.0,82.0,78.0,76.75
PF,6' 8'',6' 7.2'',Lou Amundson,6.8,,,103.5,221.0,83.5,80.0,79.2
SG,6' 4.5'',6' 3.25'',Rashad Anderson,17.3,,,100.0,224.0,79.0,76.5,75.25
C-PF,6' 10.25'',6' 9.5'',Hilton Armstrong,6.3,,,109.0,240.0,88.0,82.25,81.5
PF,6' 9.75'',6' 8.25'',James Augustine,5.5,,,104.0,227.0,84.25,81.75,80.25
SF-PF,6' 6.5'',6' 5.25'',Renaldo Balkman,4.9,,,104.5,206.0,85.0,78.5,77.25
PF,6' 8.5'',6' 7.5'',J.P. Batista,12.0,,,103.5,265.0,82.0,80.5,79.5
PG,6' 0.5'',5' 11.25'',Will Blalock,7.2,,,96.5,194.0,78.0,72.5,71.25
SF,6' 8.25'',6' 6.75'',Brandon Bowman,8.4,,,103.0,209.0,83.5,80.25,78.75
SG-PG,6' 6.75'',6' 5.75'',Ronnie Brewer,5.0,,,103.5,223.0,83.25,78.75,77.75
SG-SF,6' 5'',6' 4'',Denham Brown,9.0,,,102.5,218.0,81.5,77.0,76.0
PF,6' 8.75'',6' 7.25'',Brad Buckman,10.5,,,107.5,238.0,84.0,80.75,79.25
SF,6' 8'',6' 6.5'',Nik Caner-Medley,9.6,,,103.0,234.0,81.0,80.0,78.5
SG-SF,6' 5.75'',6' 4.5'',Rodney Carney,5.3,,,103.5,204.0,82.0,77.75,76.5
PG,5' 10.25'',5' 9'',Keydren Clark,11.6,,,92.5,184.0,74.5,70.25,69.0
PG-SG,6' 5.5'',6' 4.25'',Mardy Collins,10.0,,,103.0,224.0,82.0,77.5,76.25
SG-PG,6' 3'',6' 2'',Taquan Dean,3.9,,,98.0,183.0,78.75,75.0,74.0
PF-C,6' 9'',6' 7.75'',Terence Dials,15.8,,,106.0,253.0,84.0,81.0,79.75
PG-SG,6' 2'',6' 0.75'',Sean Dockery,7.3,,,95.5,182.0,76.5,74.0,72.75
PG,6' 2'',6' 0.75'',Jordan Farmar,4.4,,,94.5,171.0,75.0,74.0,72.75
SG-PG,6' 3.25'',6' 2.25'',Randy Foye,10.0,,,97.0,212.0,78.25,75.25,74.25
PF-C,6' 10'',6' 9'',Torin Francis,12.4,,,105.5,247.0,85.0,82.0,81.0
SF-PF,6' 8'',6' 7'',Rudy Gay,5.7,,,107.5,222.0,87.0,80.0,79.0
SF-SG,6' 5.75'',6' 4'',Nick George,6.0,,,103.0,201.0,82.0,77.75,76.0
PF-SF,6' 8.5'',6' 7.25'',Taj Gray,6.8,,,107.0,231.0,84.75,80.5,79.25
SF-SG,6' 6'',6' 4.75'',Dan Grunfeld,10.4,,,99.0,216.0,78.25,78.0,76.75
PF-C,6' 11'',6' 9.75'',Matt Haryasz,9.8,,,107.5,219.0,84.25,83.0,81.75
PF,6' 5.5'',6' 4.75'',Eric Hicks,7.1,,,105.5,238.0,85.5,77.5,76.75
SF-PF,6' 9'',6' 7.75'',Tedric Hill,7.3,,,107.0,236.0,85.0,81.0,79.75
PG-SG,6' 2.25'',6' 0.5'',Daniel Horton,8.0,,,96.5,198.0,79.0,74.25,72.5
SF-SG,6' 6.75'',6' 5.75'',Bobby Jones,8.0,,,101.5,211.0,81.5,78.75,77.75
PF-C,6' 9.75'',6' 8.5'',Solomon Jones,7.4,,,109.0,224.0,88.75,81.75,80.5
SG-PG,6' 6'',6' 5.25'',Viktor Keyru,5.5,,,104.0,202.0,81.25,78.0,77.25
PF,6' 6.75'',6' 5.5'',Marco Killingsworth,19.0,,,104.0,266.0,87.0,78.75,77.5
SF-SG,6' 5.5'',6' 4.75'',Tarence Kinsey,4.1,,,100.5,179.0,78.75,77.5,76.75
PG,6' 0.75'',5' 11.75'',Carl Krauser,8.0,,,97.0,190.0,78.25,72.75,71.75
SG,6' 4'',6' 3'',Chris McCray,9.6,,,96.5,187.0,77.75,76.0,75.0
PG-SG,6' 0.5'',5' 11.75'',Gerry McNamara,12.8,,,92.5,177.0,72.75,72.5,71.75
PF-C,6' 9'',6' 7.5'',Pops Mensah-Bonsu,5.8,,,105.5,232.0,84.0,81.0,79.5
PF-C,6' 9.25'',6' 8.5'',Paul Miller,13.8,,,101.5,251.0,84.0,81.25,80.5
PF,6' 7.25'',6' 6.25'',Paul Millsap,9.7,,,105.5,258.0,85.5,79.25,78.25
SG-SF,6' 3.25'',6' 2'',Dwayne Mitchell,4.5,,,98.5,208.0,78.5,75.25,74.0
SF,6' 7.75'',6' 6.5'',Adam Morrison,6.8,,,105.0,198.0,82.0,79.75,78.5
PF-C,6' 9.5'',6' 7.75'',Yemi Nicholson,17.2,,,107.0,258.0,88.25,81.5,79.75
SF-SG,6' 6'',6' 4.5'',David Noel,6.1,,,100.0,223.0,81.5,78.0,76.5
SF,6' 9.25'',6' 8'',Steve Novak,8.1,,,103.0,216.0,81.5,81.25,80.0
C,7' 0'',6' 11'',Patrick O'Bryant,10.0,,,113.0,249.0,89.75,84.0,83.0
PG-SG,6' 4'',6' 2.75'',Danilo Pinnock,4.6,,,100.5,204.0,79.5,76.0,74.75
PG-SG,6' 1.5'',6' 0.5'',Chris Quinn,5.9,,,94.0,175.0,77.0,73.5,72.5
SG,6' 2.25'',6' 1'',Allan Ray,9.8,,,99.5,204.0,80.5,74.25,73.0
SG,6' 4.75'',6' 4'',JJ Redick,7.0,,,97.5,190.0,75.25,76.75,76.0
SF-PF,6' 7.5'',6' 6.25'',Antywane Robinson,6.9,,,105.5,217.0,86.5,79.5,78.25
SG-SF,6' 6.25'',6' 5.25'',Brandon Roy,7.6,,,101.0,207.0,80.0,78.25,77.25
PG-SG,6' 6.25'',6' 5.25'',Blake Schilb,11.3,,,102.0,209.0,80.75,78.25,77.25
C,7' 0'',6' 11'',Mouhamed Sene,6.6,,,113.0,237.0,92.5,84.0,83.0
PF-C,6' 9.5'',6' 8.25'',Cedric Simmons,5.6,,,108.5,223.0,88.25,81.5,80.25
PF-SF,6' 8'',6' 7'',Marcus Slaughter,8.5,,,104.5,220.0,83.5,80.0,79.0
PF,6' 6.5'',6' 5.5'',Craig Smith,12.2,,,103.5,259.0,81.5,78.5,77.5
SF-PF,6' 9.25'',6' 7.5'',Steven Smith,7.8,,,104.0,238.0,84.5,81.25,79.5
C,6' 10.25'',6' 9.5'',Michael Southhall,7.9,,,107.5,241.0,88.25,82.25,81.5
C,7' 2.5'',7' 1.25'',Frans Steyn,12.8,,,109.0,280.0,86.25,86.5,85.25
SG,6' 2.75'',6' 1.75'',Curtis Stinson,6.0,,,97.5,208.0,77.0,74.75,73.75
PF-SF,6' 8.25'',6' 7.25'',Tyrus Thomas,5.6,,,108.0,217.0,87.0,80.25,79.25
SF-SG,6' 5.25'',6' 3.75'',Joah Tucker,7.0,,,99.5,224.0,78.5,77.25,75.75
C-PF,6' 9.5'',6' 8.5'',Ian Vouyoukas,14.8,,,108.5,267.0,84.75,81.5,80.5
PG,6' 1'',5' 11.5'',Darius Washington,9.7,,,96.0,195.0,76.0,73.0,71.5
PG,6' 1.75'',6' 0.5'',CJ Watson,5.2,,,96.0,171.0,78.0,73.75,72.5
PG,6' 3.25'',6' 2'',Marcus Williams,12.4,,,97.5,215.0,79.0,75.25,74.0
SF-PF,6' 8.75'',6' 7.25'',Shawne Williams,8.0,,,104.0,227.0,87.0,80.75,79.25
C-PF,6' 8.75'',6' 7.25'',Justin Williams,6.5,,,109.0,211.0,85.5,80.75,79.25
PF-C,6' 8.5'',6' 7.5'',Shelden Williams,11.4,,,104.0,258.0,88.25,80.5,79.5
C-PF,6' 8.75'',6' 7.25'',Eric Williams,13.0,,,106.5,285.0,88.25,80.75,79.25
PF-SF,6' 6.5'',6' 6'',Curtis Withers,5.0,,,101.0,227.0,82.0,78.5,78.0
SG,6' 4.75'',6' 3.75'',Alex Acker,,,,102.5,183.0,84.0,76.75,75.75
C-PF,6' 11'',6' 9.5'',Deji Akindele,,,,108.5,236.4,87.0,83.0,81.5
PF-C,,,Mustafa Al-Sayyad,,,,,,,,
PF-SF,7' 0'',6' 10'',Nemanja Aleksandrov,,,,110.0,220.6,83.0,84.0,82.0
SG-SF,6' 6'',6' 4.5'',Alan Anderson,,,,104.0,223.2,81.5,78.0,76.5
C-PF,7' 3'',7' 1.25'',Martynas Andriuskevicius,,,,112.5,227.8,83.25,87.0,85.25
SF,6' 7'',6' 5.75'',Sean Banks,,,,108.0,206.4,85.0,79.0,77.75
SG-SF,6' 5.5'',6' 4.25'',Eddie Basden,,,,101.0,210.0,82.25,77.5,76.25
SF-PF,6' 9.25'',6' 8.75'',Mike Bell,,,,104.5,206.2,85.5,81.25,80.75
C-PF,7' 0.25'',6' 11'',Andrew Bogut,,,,110.5,250.6,87.0,84.25,83.0
PG-SG,6' 0'',5' 11'',Dee Brown,,,,94.0,179.0,74.0,72.0,71.0
PG-SG,5' 11.5'',5' 10.5'',Will Bynum,,,,93.0,188.8,75.5,71.5,70.5
C,7' 0.25'',6' 10.25'',Marcus Campbell,,,,114.0,280.4,90.0,84.25,82.25
PG,6' 2'',6' 1'',Will Conroy,,,,96.5,188.6,75.0,74.0,73.0
PF-SF,6' 9.25'',6' 7.75'',Taylor Coppenrath,,,,106.5,252.4,83.5,81.25,79.75
PG-SG,6' 1'',5' 11.75'',Travis Diener,,,,93.5,165.2,71.75,73.0,71.75
PF,6' 8'',6' 6.5'',Ike Diogu,,,,109.0,255.4,87.5,80.0,78.5
PG,6' 0.5'',5' 11.25'',Daryl Dorsey,,,,94.0,160.8,71.5,72.5,71.25
SG-PG,6' 3.25'',6' 2.25'',Monta Ellis,,,,98.0,176.6,74.75,75.25,74.25
